Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_10_51,VSS,Metal1,31.1880,53.2960,0.000096
FILLER_10_44,VSS,Metal1,28.5660,53.3800,0.000035
FILLER_10_37,VSS,Metal1,25.2060,53.3800,0.000029
FILLER_10_30,VSS,Metal1,21.8460,53.3800,0.000032
FILLER_10_8,VSS,Metal1,9.8400,52.9200,0.000038
FILLER_10_4,VSS,Metal1,8.6280,53.2960,0.000038
FILLER_9_237,VSS,Metal1,119.7600,52.9200,0.000878
FILLER_9_203,VSS,Metal1,103.6800,52.9200,0.000721
FILLER_9_182,VSS,Metal1,93.3600,52.9200,0.000249
FILLER_9_180,VSS,Metal1,92.6400,52.9200,0.000256
FILLER_9_165,VSS,Metal1,85.2000,52.9200,0.000255
FILLER_9_163,VSS,Metal1,84.4800,52.9200,0.000255
FILLER_9_152,VSS,Metal1,78.9600,52.9200,0.000533
FILLER_9_150,VSS,Metal1,78.2400,52.9200,0.000533
FILLER_9_137,VSS,Metal1,72.4680,52.5430,0.000534
FILLER_9_130,VSS,Metal1,69.8460,52.4590,0.000534
FILLER_9_123,VSS,Metal1,66.4860,52.4590,0.000538
FILLER_9_97,VSS,Metal1,54.0060,52.4590,0.000402
FILLER_9_90,VSS,Metal1,50.6460,52.4590,0.000401
FILLER_9_83,VSS,Metal1,47.2860,52.4590,0.000401
FILLER_9_76,VSS,Metal1,43.9260,52.4590,0.000400
FILLER_9_69,VSS,Metal1,40.5660,52.4590,0.000399
FILLER_9_49,VSS,Metal1,29.7600,52.9200,0.000035
FILLER_9_35,VSS,Metal1,22.8000,52.9200,0.000032
FILLER_9_28,VSS,Metal1,20.8860,52.4590,0.000032
FILLER_9_21,VSS,Metal1,17.5260,52.4590,0.000034
FILLER_9_15,VSS,Metal1,13.2000,52.9200,0.000037
FILLER_9_13,VSS,Metal1,12.4800,52.9200,0.000037
FILLER_9_8,VSS,Metal1,9.8400,52.9200,0.000038
FILLER_9_4,VSS,Metal1,8.6280,52.5430,0.000038
FILLER_8_211,VSS,Metal1,107.2800,45.3600,0.001240
FILLER_8_193,VSS,Metal1,98.6400,45.3600,0.000163
FILLER_8_181,VSS,Metal1,92.8800,45.3600,0.000503
FILLER_8_177,VSS,Metal1,91.6680,45.7360,0.000509
FILLER_8_170,VSS,Metal1,89.0460,45.8200,0.000532
FILLER_8_163,VSS,Metal1,85.6860,45.8200,0.000581
FILLER_8_135,VSS,Metal1,70.8000,45.3600,0.000638
FILLER_8_124,VSS,Metal1,65.7600,45.3600,0.000660
FILLER_8_105,VSS,Metal1,56.4000,45.3600,0.000686
FILLER_8_89,VSS,Metal1,49.4280,45.7360,0.000652
FILLER_8_67,VSS,Metal1,38.8680,45.7360,0.000445
FILLER_8_60,VSS,Metal1,36.2460,45.8200,0.000400
FILLER_8_46,VSS,Metal1,28.7880,45.7360,0.000267
FILLER_8_39,VSS,Metal1,26.1660,45.8200,0.000026
FILLER_8_26,VSS,Metal1,18.4800,45.3600,0.000029
FILLER_8_19,VSS,Metal1,16.5660,45.8200,0.000031
FILLER_8_9,VSS,Metal1,10.3200,45.3600,0.000032
FILLER_8_7,VSS,Metal1,9.6000,45.3600,0.000032
FILLER_8_0,VSS,Metal1,7.4460,45.8200,0.000032
FILLER_7_245,VSS,Metal1,123.8400,45.3600,0.001396
FILLER_7_179,VSS,Metal1,91.9200,45.3600,0.000509
FILLER_7_177,VSS,Metal1,91.2000,45.3600,0.000509
FILLER_7_170,VSS,Metal1,89.0460,44.8990,0.000532
FILLER_7_160,VSS,Metal1,82.8000,45.3600,0.000638
FILLER_7_156,VSS,Metal1,81.5880,44.9830,0.000638
FILLER_7_140,VSS,Metal1,74.6460,44.8990,0.000638
FILLER_7_133,VSS,Metal1,71.2860,44.8990,0.000638
FILLER_7_126,VSS,Metal1,67.9260,44.8990,0.000645
FILLER_7_119,VSS,Metal1,64.5660,44.8990,0.000660
FILLER_7_112,VSS,Metal1,61.2060,44.8990,0.000673
FILLER_7_105,VSS,Metal1,57.8460,44.8990,0.000686
FILLER_7_93,VSS,Metal1,52.0860,44.8990,0.000701
FILLER_7_86,VSS,Metal1,48.7260,44.8990,0.000652
FILLER_7_65,VSS,Metal1,37.4400,45.3600,0.000400
FILLER_7_61,VSS,Metal1,35.9880,44.9830,0.000400
FILLER_7_46,VSS,Metal1,28.3200,45.3600,0.000267
FILLER_7_42,VSS,Metal1,26.8680,44.9830,0.000027
FILLER_7_35,VSS,Metal1,24.2460,44.8990,0.000026
FILLER_7_28,VSS,Metal1,20.8860,44.8990,0.000027
FILLER_7_2,VSS,Metal1,6.9600,45.3600,0.000032
FILLER_7_0,VSS,Metal1,6.2400,45.3600,0.000032
FILLER_6_189,VSS,Metal1,96.9600,37.8000,0.000162
FILLER_6_147,VSS,Metal1,76.5600,37.8000,0.000288
FILLER_6_138,VSS,Metal1,72.2400,37.8000,0.000435
FILLER_6_136,VSS,Metal1,71.5200,37.8000,0.000438
FILLER_6_127,VSS,Metal1,67.6680,38.1760,0.000449
FILLER_6_119,VSS,Metal1,63.8280,38.1760,0.000462
FILLER_6_112,VSS,Metal1,61.2060,38.2600,0.000539
FILLER_6_103,VSS,Metal1,55.4400,37.8000,0.000539
FILLER_6_101,VSS,Metal1,54.7200,37.8000,0.000539
FILLER_6_87,VSS,Metal1,47.7600,37.8000,0.000519
FILLER_6_83,VSS,Metal1,46.5480,38.1760,0.000498
FILLER_6_76,VSS,Metal1,43.9260,38.2600,0.000487
FILLER_6_71,VSS,Metal1,40.0800,37.8000,0.000460
FILLER_6_64,VSS,Metal1,38.1660,38.2600,0.000126
FILLER_6_57,VSS,Metal1,34.8060,38.2600,0.000069
FILLER_6_52,VSS,Metal1,30.9600,37.8000,0.000029
FILLER_6_50,VSS,Metal1,30.2400,37.8000,0.000029
FILLER_6_37,VSS,Metal1,23.7600,37.8000,0.000026
FILLER_6_35,VSS,Metal1,23.0400,37.8000,0.000032
FILLER_6_25,VSS,Metal1,18.0000,37.8000,0.000068
FILLER_6_21,VSS,Metal1,16.7880,38.1760,0.000068
FILLER_6_0,VSS,Metal1,7.4460,38.2600,0.000083
FILLER_5_246,VSS,Metal1,124.0800,37.8000,0.001143
FILLER_5_196,VSS,Metal1,100.0800,37.8000,0.000095
FILLER_5_179,VSS,Metal1,91.9200,37.8000,0.000178
FILLER_5_177,VSS,Metal1,91.2000,37.8000,0.000178
FILLER_5_115,VSS,Metal1,61.9080,37.4230,0.000539
FILLER_5_108,VSS,Metal1,59.2860,37.3390,0.000539
FILLER_5_99,VSS,Metal1,54.2280,37.4230,0.000539
FILLER_5_80,VSS,Metal1,44.6400,37.8000,0.000487
FILLER_5_63,VSS,Metal1,36.9480,37.4230,0.000126
FILLER_5_57,VSS,Metal1,33.6000,37.8000,0.000069
FILLER_5_44,VSS,Metal1,27.1200,37.8000,0.000026
FILLER_5_37,VSS,Metal1,25.2060,37.3390,0.000026
FILLER_5_15,VSS,Metal1,13.2000,37.8000,0.000074
FILLER_5_13,VSS,Metal1,12.4800,37.8000,0.000074
FILLER_5_4,VSS,Metal1,8.6280,37.4230,0.000083
FILLER_4_214,VSS,Metal1,108.9600,30.2400,0.000107
FILLER_4_200,VSS,Metal1,102.0000,30.2400,0.000087
FILLER_4_190,VSS,Metal1,97.2000,30.2400,0.000185
FILLER_4_163,VSS,Metal1,84.4800,30.2400,0.000196
FILLER_4_156,VSS,Metal1,82.3260,30.7000,0.000198
FILLER_4_149,VSS,Metal1,78.9660,30.7000,0.000220
FILLER_4_142,VSS,Metal1,74.8680,30.6160,0.000224
FILLER_4_122,VSS,Metal1,64.8000,30.2400,0.000215
FILLER_4_118,VSS,Metal1,63.3480,30.6160,0.000215
FILLER_4_111,VSS,Metal1,60.7260,30.7000,0.000212
FILLER_4_96,VSS,Metal1,52.3200,30.2400,0.000187
FILLER_4_92,VSS,Metal1,50.8680,30.6160,0.000185
FILLER_4_83,VSS,Metal1,45.8400,30.2400,0.000136
FILLER_4_76,VSS,Metal1,43.9260,30.7000,0.000136
FILLER_4_69,VSS,Metal1,40.5660,30.7000,0.000136
FILLER_4_56,VSS,Metal1,32.8800,30.2400,0.000077
FILLER_4_51,VSS,Metal1,30.4800,30.2400,0.000077
FILLER_4_47,VSS,Metal1,29.2680,30.6160,0.000022
FILLER_4_40,VSS,Metal1,26.6460,30.7000,0.000018
FILLER_4_33,VSS,Metal1,23.2860,30.7000,0.000019
FILLER_4_27,VSS,Metal1,18.9600,30.2400,0.000019
FILLER_4_23,VSS,Metal1,17.7480,30.6160,0.000019
FILLER_4_18,VSS,Metal1,14.6400,30.2400,0.000019
FILLER_4_14,VSS,Metal1,13.4280,30.6160,0.000019
FILLER_4_7,VSS,Metal1,10.8060,30.7000,0.000019
FILLER_4_0,VSS,Metal1,7.4460,30.7000,0.000019
FILLER_3_245,VSS,Metal1,123.8400,30.2400,0.000195
FILLER_3_221,VSS,Metal1,112.0800,30.2400,0.000124
FILLER_3_219,VSS,Metal1,111.3600,30.2400,0.000124
FILLER_3_170,VSS,Metal1,88.3080,29.8630,0.000196
FILLER_3_159,VSS,Metal1,82.5600,30.2400,0.000198
FILLER_3_142,VSS,Metal1,74.1600,30.2400,0.000224
FILLER_3_140,VSS,Metal1,73.4400,30.2400,0.000225
FILLER_3_131,VSS,Metal1,69.5880,29.8630,0.000223
FILLER_3_124,VSS,Metal1,66.9660,29.7790,0.000222
FILLER_3_113,VSS,Metal1,60.2400,30.2400,0.000212
FILLER_3_106,VSS,Metal1,58.3260,29.7790,0.000212
FILLER_3_99,VSS,Metal1,54.9660,29.7790,0.000210
FILLER_3_85,VSS,Metal1,46.8000,30.2400,0.000149
FILLER_3_78,VSS,Metal1,44.8860,29.7790,0.000136
FILLER_3_71,VSS,Metal1,41.5260,29.7790,0.000136
FILLER_3_64,VSS,Metal1,38.1660,29.7790,0.000136
FILLER_3_57,VSS,Metal1,34.8060,29.7790,0.000133
FILLER_3_50,VSS,Metal1,31.4460,29.7790,0.000077
FILLER_3_37,VSS,Metal1,23.7600,30.2400,0.000019
FILLER_3_30,VSS,Metal1,21.8460,29.7790,0.000019
FILLER_3_21,VSS,Metal1,16.7880,29.8630,0.000019
FILLER_3_14,VSS,Metal1,14.1660,29.7790,0.000019
FILLER_3_7,VSS,Metal1,10.8060,29.7790,0.000019
FILLER_3_0,VSS,Metal1,7.4460,29.7790,0.000019
FILLER_2_210,VSS,Metal1,107.0400,22.6800,0.000119
FILLER_2_197,VSS,Metal1,100.5600,22.6800,0.000071
FILLER_2_153,VSS,Metal1,79.6800,22.6800,0.000161
FILLER_2_143,VSS,Metal1,74.6400,22.6800,0.000168
FILLER_2_124,VSS,Metal1,66.2280,23.0560,0.000176
FILLER_2_115,VSS,Metal1,61.9080,23.0560,0.000177
FILLER_2_108,VSS,Metal1,59.2860,23.1400,0.000196
FILLER_2_98,VSS,Metal1,53.2800,22.6800,0.000192
FILLER_2_94,VSS,Metal1,51.8280,23.0560,0.000191
FILLER_2_74,VSS,Metal1,42.2280,23.0560,0.000118
FILLER_2_50,VSS,Metal1,31.4460,23.1400,0.000081
FILLER_2_28,VSS,Metal1,20.1480,23.0560,0.000007
FILLER_2_21,VSS,Metal1,17.5260,23.1400,0.000007
FILLER_2_14,VSS,Metal1,14.1660,23.1400,0.000007
FILLER_2_7,VSS,Metal1,10.8060,23.1400,0.000007
FILLER_2_0,VSS,Metal1,7.4460,23.1400,0.000007
FILLER_1_245,VSS,Metal1,123.8400,22.6800,0.000282
FILLER_1_213,VSS,Metal1,108.4800,22.6800,0.000149
FILLER_1_209,VSS,Metal1,107.0280,22.3030,0.000119
FILLER_1_145,VSS,Metal1,75.8400,22.6800,0.000162
FILLER_1_132,VSS,Metal1,69.3600,22.6800,0.000173
FILLER_1_112,VSS,Metal1,59.7600,22.6800,0.000196
FILLER_1_110,VSS,Metal1,59.0400,22.6800,0.000196
FILLER_1_80,VSS,Metal1,45.8460,22.2190,0.000118
FILLER_1_75,VSS,Metal1,42.0000,22.6800,0.000118
FILLER_1_50,VSS,Metal1,30.0000,22.6800,0.000081
FILLER_1_48,VSS,Metal1,29.2800,22.6800,0.000068
FILLER_1_32,VSS,Metal1,21.6000,22.6800,0.000007
FILLER_1_28,VSS,Metal1,20.1480,22.3030,0.000007
FILLER_1_21,VSS,Metal1,17.5260,22.2190,0.000007
FILLER_1_14,VSS,Metal1,14.1660,22.2190,0.000007
FILLER_1_7,VSS,Metal1,10.8060,22.2190,0.000007
FILLER_1_0,VSS,Metal1,7.4460,22.2190,0.000007
FILLER_0_216,VSS,Metal1,109.9200,15.1200,0.000043
FILLER_0_212,VSS,Metal1,108.4680,15.4960,0.000041
FILLER_0_205,VSS,Metal1,105.8460,15.5800,0.000028
FILLER_0_198,VSS,Metal1,102.4860,15.5800,0.000014
FILLER_0_191,VSS,Metal1,99.1260,15.5800,0.000021
FILLER_0_177,VSS,Metal1,90.9600,15.1200,0.000049
FILLER_0_175,VSS,Metal1,90.2400,15.1200,0.000049
FILLER_0_168,VSS,Metal1,87.3480,15.4960,0.000050
FILLER_0_161,VSS,Metal1,84.7260,15.5800,0.000053
FILLER_0_156,VSS,Metal1,80.8800,15.1200,0.000061
FILLER_0_152,VSS,Metal1,79.6680,15.4960,0.000061
FILLER_0_138,VSS,Metal1,73.6860,15.5800,0.000073
FILLER_0_131,VSS,Metal1,70.3260,15.5800,0.000075
FILLER_0_123,VSS,Metal1,65.7480,15.4960,0.000080
FILLER_0_117,VSS,Metal1,62.1600,15.1200,0.000082
FILLER_0_113,VSS,Metal1,60.9480,15.4960,0.000082
FILLER_0_108,VSS,Metal1,57.8400,15.1200,0.000085
FILLER_0_101,VSS,Metal1,55.9260,15.5800,0.000086
FILLER_0_91,VSS,Metal1,49.9200,15.1200,0.000080
FILLER_0_87,VSS,Metal1,48.4680,15.4960,0.000080
FILLER_0_79,VSS,Metal1,44.6280,15.4960,0.000072
FILLER_0_69,VSS,Metal1,39.3600,15.1200,0.000043
FILLER_0_59,VSS,Metal1,34.3200,15.1200,0.000042
FILLER_0_57,VSS,Metal1,33.6000,15.1200,0.000025
FILLER_0_49,VSS,Metal1,30.2280,15.4960,0.000016
FILLER_0_42,VSS,Metal1,27.6060,15.5800,0.000011
FILLER_0_35,VSS,Metal1,24.2460,15.5800,0.000005
FILLER_0_29,VSS,Metal1,20.1600,15.1200,0.000006
FILLER_0_21,VSS,Metal1,16.7880,15.4960,0.000006
FILLER_0_14,VSS,Metal1,14.1660,15.5800,0.000006
FILLER_0_7,VSS,Metal1,10.8060,15.5800,0.000006
FILLER_0_0,VSS,Metal1,7.4460,15.5800,0.000006
hold156,VSS,Metal1,58.3610,75.3920,0.000904
hold155,VSS,Metal1,97.2410,75.3920,0.000680
hold154,VSS,Metal1,91.9610,38.0070,0.000178
hold153,VSS,Metal1,57.4010,83.3670,0.000315
hold152,VSS,Metal1,58.3610,67.8320,0.000505
hold151,VSS,Metal1,48.2810,113.6070,0.000862
hold150,VSS,Metal1,89.0810,113.1920,0.000400
hold149,VSS,Metal1,50.6810,128.7270,0.001121
hold148,VSS,Metal1,93.4010,15.3270,0.000038
hold147,VSS,Metal1,51.6410,113.1920,0.000876
hold146,VSS,Metal1,98.6810,90.5120,0.000119
hold145,VSS,Metal1,75.6410,52.7120,0.000533
hold144,VSS,Metal1,68.4410,60.2720,0.000587
hold143,VSS,Metal1,60.7610,128.3120,0.001078
hold142,VSS,Metal1,96.7610,106.0470,0.000267
hold141,VSS,Metal1,97.2410,82.9520,0.000099
hold140,VSS,Metal1,85.2410,45.1520,0.000586
hold139,VSS,Metal1,78.5210,45.1520,0.000638
hold138,VSS,Metal1,76.9980,22.8870,0.000162
hold137,VSS,Metal1,85.2410,30.0320,0.000196
hold136,VSS,Metal1,92.9210,60.2720,0.000297
hold135,VSS,Metal1,112.5180,90.9270,0.001058
hold134,VSS,Metal1,122.2010,90.9270,0.001079
hold133,VSS,Metal1,82.7580,60.2720,0.000431
hold132,VSS,Metal1,90.0410,52.7120,0.000256
hold131,VSS,Metal1,96.7610,60.6870,0.000202
hold130,VSS,Metal1,101.5610,60.6870,0.000091
hold129,VSS,Metal1,111.5580,121.1670,0.000151
hold128,VSS,Metal1,105.4010,128.7270,0.000776
hold127,VSS,Metal1,91.9610,128.7270,0.000131
hold126,VSS,Metal1,96.7610,121.1670,0.000187
hold125,VSS,Metal1,95.8010,30.0320,0.000192
hold124,VSS,Metal1,103.0010,22.8870,0.000080
hold123,VSS,Metal1,109.1580,98.4870,0.000538
hold122,VSS,Metal1,120.2810,105.6320,0.000500
hold121,VSS,Metal1,99.6410,30.4470,0.000103
hold120,VSS,Metal1,106.3610,30.4470,0.000107
hold119,VSS,Metal1,114.0410,45.5670,0.001388
hold118,VSS,Metal1,114.5210,60.2720,0.001397
hold117,VSS,Metal1,112.9980,75.3920,0.003141
hold116,VSS,Metal1,122.2010,82.9520,0.000373
hold115,VSS,Metal1,109.1580,106.0470,0.000500
hold114,VSS,Metal1,117.4010,113.6070,0.000241
hold113,VSS,Metal1,112.9980,113.6070,0.000239
hold112,VSS,Metal1,121.7210,113.6070,0.000241
hold111,VSS,Metal1,75.5580,121.1670,0.000520
hold110,VSS,Metal1,67.8780,128.7270,0.001036
hold109,VSS,Metal1,78.0410,128.7270,0.000669
hold108,VSS,Metal1,84.7610,128.7270,0.000652
hold107,VSS,Metal1,108.1980,53.1270,0.000875
hold106,VSS,Metal1,118.3610,45.5670,0.001388
hold105,VSS,Metal1,122.2010,52.7120,0.000880
hold104,VSS,Metal1,114.4380,30.0320,0.000196
hold103,VSS,Metal1,115.0010,82.9520,0.000381
hold102,VSS,Metal1,121.2410,90.5120,0.001079
hold101,VSS,Metal1,122.2010,15.3270,0.000163
hold100,VSS,Metal1,80.3580,113.1920,0.000404
hold99,VSS,Metal1,84.7610,113.1920,0.000404
hold98,VSS,Metal1,109.1580,38.0070,0.001059
hold97,VSS,Metal1,121.2410,45.1520,0.001393
hold96,VSS,Metal1,108.6780,37.5920,0.001059
hold95,VSS,Metal1,104.9210,38.0070,0.000981
hold94,VSS,Metal1,109.1580,68.2470,0.000358
hold93,VSS,Metal1,118.3610,75.3920,0.003143
clkload4,VSS,Metal1,104.2700,106.0870,0.000409
clkload3,VSS,Metal1,105.2300,90.9670,0.000255
clkload2,VSS,Metal1,62.0300,113.1520,0.000848
clkload1,VSS,Metal1,103.7900,60.2320,0.001040
clkload0,VSS,Metal1,81.2300,60.7270,0.000441
clkbuf_3_7__f_clk,VSS,Metal1,112.0800,105.4500,0.000499
clkbuf_3_6__f_clk,VSS,Metal1,112.5600,90.3300,0.001058
clkbuf_3_5__f_clk,VSS,Metal1,67.4400,106.2290,0.000851
clkbuf_3_4__f_clk,VSS,Metal1,85.6790,120.5700,0.000315
clkbuf_3_3__f_clk,VSS,Metal1,117.3590,67.6500,0.000406
clkbuf_3_2__f_clk,VSS,Metal1,113.0390,44.9700,0.001388
clkbuf_3_1__f_clk,VSS,Metal1,86.6400,67.6500,0.000168
clkbuf_3_0__f_clk,VSS,Metal1,90.9600,30.6290,0.000196
clkbuf_0_clk,VSS,Metal1,89.0400,75.2100,0.000679
fanout92,VSS,Metal1,32.1250,38.0120,0.000032
fanout91,VSS,Metal1,31.7150,30.4520,0.000077
fanout90,VSS,Metal1,15.3250,75.3870,0.000104
fanout89,VSS,Metal1,15.3250,68.2520,0.000095
fanout88,VSS,Metal1,18.2750,45.1470,0.000029
fanout87,VSS,Metal1,8.6050,60.6920,0.000160
fanout86,VSS,Metal1,108.5150,22.8920,0.000149
fanout85,VSS,Metal1,54.2750,82.9470,0.000313
fanout84,VSS,Metal1,115.2350,120.7470,0.000160
fanout83,VSS,Metal1,103.7150,68.2520,0.000140
fanout82,VSS,Metal1,113.7950,22.4670,0.000282
fanout81,VSS,Metal1,110.3650,22.8920,0.000213
fanout80,VSS,Metal1,111.8750,22.4670,0.000269
fanout79,VSS,Metal1,75.3950,30.0270,0.000224
fanout78,VSS,Metal1,100.3550,75.3870,0.000410
fanout77,VSS,Metal1,68.1950,22.8920,0.000174
fanout76,VSS,Metal1,25.4050,68.2520,0.000029
fanout75,VSS,Metal1,67.6450,98.4920,0.000300
fanout74,VSS,Metal1,65.7250,68.2520,0.000475
fanout73,VSS,Metal1,21.5650,121.1720,0.000098
fanout72,VSS,Metal1,23.4850,68.2520,0.000068
fanout71,VSS,Metal1,79.6450,75.3870,0.000725
fanout70,VSS,Metal1,75.3950,38.0120,0.000409
fanout69,VSS,Metal1,77.3150,75.3870,0.000732
fanout68,VSS,Metal1,10.1150,105.6270,0.000108
fanout67,VSS,Metal1,102.2750,75.8120,0.000277
fanout66,VSS,Metal1,108.0350,83.3720,0.000304
fanout65,VSS,Metal1,109.8850,120.7470,0.000145
fanout64,VSS,Metal1,100.3550,128.7320,0.000132
fanout63,VSS,Metal1,107.5550,60.2670,0.001248
fanout62,VSS,Metal1,108.5150,45.5720,0.001388
output61,VSS,Metal1,60.9250,128.7320,0.001079
output60,VSS,Metal1,96.9250,52.7070,0.000224
output59,VSS,Metal1,109.4050,60.2670,0.001320
output58,VSS,Metal1,111.3250,60.2670,0.001349
output57,VSS,Metal1,122.3650,22.4670,0.000282
output56,VSS,Metal1,105.0850,53.1320,0.000830
output55,VSS,Metal1,96.5150,15.3320,0.000029
output54,VSS,Metal1,109.8850,22.4670,0.000200
output53,VSS,Metal1,110.3650,30.4520,0.000121
output52,VSS,Metal1,105.5650,60.2670,0.001127
output51,VSS,Metal1,122.3650,60.2670,0.001398
output50,VSS,Metal1,106.0450,83.3720,0.000276
output49,VSS,Metal1,123.3250,120.7470,0.000159
output48,VSS,Metal1,121.4050,75.3870,0.003143
output47,VSS,Metal1,123.3250,75.3870,0.003143
output46,VSS,Metal1,95.0750,128.7320,0.000131
output45,VSS,Metal1,87.8750,128.7320,0.000499
output44,VSS,Metal1,64.7650,128.7320,0.001037
output43,VSS,Metal1,59.0050,128.7320,0.001085
output42,VSS,Metal1,119.0050,15.3320,0.000151
output41,VSS,Metal1,111.3250,15.3320,0.000075
output40,VSS,Metal1,115.6450,22.4670,0.000284
output39,VSS,Metal1,113.2450,15.3320,0.000098
output38,VSS,Metal1,6.7550,98.0670,0.000120
output37,VSS,Metal1,6.7550,83.3720,0.000070
output36,VSS,Metal1,6.7550,75.3870,0.000115
output35,VSS,Metal1,8.6750,60.2670,0.000160
output34,VSS,Metal1,122.3650,30.0270,0.000195
output33,VSS,Metal1,46.5950,15.3320,0.000078
output32,VSS,Metal1,53.3150,15.3320,0.000086
output31,VSS,Metal1,59.0750,15.3320,0.000084
output30,VSS,Metal1,67.7150,15.3320,0.000078
output29,VSS,Metal1,123.3250,45.5720,0.001396
output28,VSS,Metal1,101.7250,68.2520,0.000142
output27,VSS,Metal1,107.0050,90.9320,0.001057
output26,VSS,Metal1,123.3250,105.6270,0.000499
output25,VSS,Metal1,96.9950,128.7320,0.000133
output24,VSS,Metal1,81.5650,128.7320,0.000652
output23,VSS,Metal1,74.4350,128.7320,0.001036
output22,VSS,Metal1,72.5150,128.7320,0.001037
output21,VSS,Metal1,62.8450,128.7320,0.001061
output20,VSS,Metal1,6.7550,105.6270,0.000116
output19,VSS,Metal1,76.3550,15.3320,0.000068
input18,VSS,Metal1,6.6850,75.8120,0.000115
input17,VSS,Metal1,6.6850,60.6920,0.000161
input16,VSS,Metal1,8.6050,75.3870,0.000108
input15,VSS,Metal1,18.6850,15.3320,0.000006
input14,VSS,Metal1,6.6850,68.2520,0.000105
input13,VSS,Metal1,6.6850,60.2670,0.000161
input12,VSS,Metal1,6.6850,53.1320,0.000040
input11,VSS,Metal1,6.6850,52.7070,0.000040
input10,VSS,Metal1,6.6850,37.5870,0.000084
input9,VSS,Metal1,21.5650,15.3320,0.000006
input8,VSS,Metal1,32.1250,15.3320,0.000024
input7,VSS,Metal1,42.6850,15.3320,0.000066
input6,VSS,Metal1,115.2350,15.3320,0.000118
input5,VSS,Metal1,82.1150,15.3320,0.000056
input4,VSS,Metal1,104.1950,45.5720,0.000569
input3,VSS,Metal1,93.0850,45.1470,0.000478
input2,VSS,Metal1,107.9650,60.6920,0.001257
input1,VSS,Metal1,117.0850,15.3320,0.000134
_1030_,VSS,Metal1,117.7050,68.3320,0.000406
_1029_,VSS,Metal1,117.7050,75.8920,0.003143
_1028_,VSS,Metal1,117.7050,83.4520,0.000373
_1027_,VSS,Metal1,117.7050,97.9870,0.000897
_1026_,VSS,Metal1,117.7050,106.1320,0.000499
_1025_,VSS,Metal1,117.7050,113.1070,0.000241
_1024_,VSS,Metal1,95.1450,128.2270,0.000131
_1023_,VSS,Metal1,109.8150,128.2270,0.000776
_1022_,VSS,Metal1,82.1850,128.2270,0.000651
_1021_,VSS,Metal1,69.4950,128.2270,0.001036
_1020_,VSS,Metal1,84.8550,113.6920,0.000404
_1019_,VSS,Metal1,117.7050,98.5720,0.000897
_1018_,VSS,Metal1,100.9050,67.7470,0.000139
_1017_,VSS,Metal1,87.4650,53.2120,0.000255
_1016_,VSS,Metal1,117.7050,53.2120,0.000880
_1015_,VSS,Metal1,112.9050,52.6270,0.000878
_1014_,VSS,Metal1,99.4650,22.3870,0.000080
_1013_,VSS,Metal1,104.2650,29.9470,0.000107
_1012_,VSS,Metal1,117.2250,37.5070,0.001143
_1011_,VSS,Metal1,117.7050,38.0920,0.001143
_1010_,VSS,Metal1,117.9750,30.5320,0.000195
_1009_,VSS,Metal1,117.7050,60.7720,0.001397
_1008_,VSS,Metal1,117.9750,22.9720,0.000282
_1007_,VSS,Metal1,90.8250,68.3320,0.000164
_1006_,VSS,Metal1,94.6650,75.8920,0.000679
_1005_,VSS,Metal1,96.1050,83.4520,0.000099
_1004_,VSS,Metal1,98.0250,91.0120,0.000119
_1003_,VSS,Metal1,92.7450,105.5470,0.000266
_1002_,VSS,Metal1,87.9450,106.1320,0.000273
_1001_,VSS,Metal1,61.0650,121.2520,0.000785
_1000_,VSS,Metal1,48.1050,128.2270,0.001120
_0999_,VSS,Metal1,47.1450,121.2520,0.000781
_0998_,VSS,Metal1,50.9850,120.6670,0.000783
_0997_,VSS,Metal1,57.2250,90.4270,0.000269
_0996_,VSS,Metal1,57.2250,75.8920,0.000904
_0995_,VSS,Metal1,57.2250,68.3320,0.000505
_0994_,VSS,Metal1,68.7450,60.7720,0.000587
_0993_,VSS,Metal1,74.5050,53.2120,0.000533
_0992_,VSS,Metal1,77.3850,45.6520,0.000638
_0991_,VSS,Metal1,83.1450,38.0920,0.000249
_0990_,VSS,Metal1,84.1050,37.5070,0.000249
_0989_,VSS,Metal1,86.5050,22.9720,0.000150
_0988_,VSS,Metal1,86.5050,22.3870,0.000150
_0987_,VSS,Metal1,105.8530,68.3500,0.000167
_0986_,VSS,Metal1,103.9060,75.2900,0.000318
_0985_,VSS,Metal1,109.8660,75.2700,0.003108
_0984_,VSS,Metal1,118.1150,83.0050,0.000373
_0983_,VSS,Metal1,117.8250,90.9830,0.001058
_0982_,VSS,Metal1,108.9920,98.0100,0.000538
_0981_,VSS,Metal1,110.1730,113.0900,0.000205
_0980_,VSS,Metal1,106.1330,106.1700,0.000462
_0979_,VSS,Metal1,109.6930,113.7100,0.000205
_0978_,VSS,Metal1,105.1730,113.0700,0.000169
_0977_,VSS,Metal1,87.8070,121.2290,0.000315
_0976_,VSS,Metal1,104.8930,121.2700,0.000122
_0975_,VSS,Metal1,102.1860,128.8500,0.000141
_0974_,VSS,Metal1,78.9730,121.2700,0.000322
_0973_,VSS,Metal1,77.3330,120.6300,0.000329
_0972_,VSS,Metal1,70.8130,121.2700,0.000556
_0971_,VSS,Metal1,68.6930,121.2900,0.000728
_0970_,VSS,Metal1,76.8350,113.2450,0.000571
